数据月份,订单日期,年份,月份,日,经销商,店铺,商品编码,商品名称,产品名称,产品大类,数量,GMV,含税进货价,省,市,区县
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.9,7.8,浙江省,台州市,温岭市
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,26.9001,7.8,浙江省,宁波市,余姚市
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,浙江省,宁波市,余姚市
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,26.9001,7.8,浙江省,宁波市,海曙区
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,102.3,7.8,浙江省,杭州市,上城区
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,浙江省,杭州市,余杭区
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,80.0,566.28,7.8,浙江省,温州市,文成县
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.6,7.8,浙江省,金华市,东阳市
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,浙江省,金华市,义乌市
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,浙江省,金华市,义乌市
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,海南省,省直辖县级行政区划,定安县
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,湖北省,武汉市,黄陂区
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,湖北省,鄂州市,鄂城区
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,243.1,7.8,湖南省,岳阳市,汨罗市
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,268.84,7.8,湖南省,张家界市,慈利县
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,18.9,7.8,甘肃省,兰州市,城关区
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,甘肃省,酒泉市,敦煌市
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,福建省,三明市,沙县区
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,13.23,7.8,福建省,厦门市,集美区
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,福建省,福州市,长乐区
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,贵州省,黔东南苗族侗族自治州,黄平县
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,重庆,重庆市,万州区
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,陕西省,咸阳市,渭城区
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,陕西省,咸阳市,秦都区
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,6.0,51.2898,7.8,陕西省,榆林市,绥德县
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,4.0,30.9,7.8,陕西省,西安市,新城区
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,104.5005,7.8,陕西省,西安市,未央区
3月,2026-03-28,2026,3,28,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,黑龙江省,哈尔滨市,五常市
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,24.9,7.8,上海,上海市,静安区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,北京,北京市,东城区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,23.31,7.8,吉林省,通化市,通化县
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,22.9101,7.8,安徽省,合肥市,包河区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2976,7.8,安徽省,合肥市,瑶海区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,安徽省,合肥市,肥西县
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,25.8999,7.8,山东省,济南市,历城区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,4.0,29.36,7.8,山东省,淄博市,临淄区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,8.0,61.1904,7.8,山东省,烟台市,龙口市
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.72,7.8,山东省,聊城市,东昌府区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.27,7.8,山西省,太原市,小店区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.139,7.8,广东省,中山市,小榄镇
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.51,7.8,广东省,佛山市,禅城区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,广东省,佛山市,顺德区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.9,7.8,广东省,广州市,黄埔区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,广东省,揭阳市,普宁市
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,200.0,1316.62,7.8,广东省,揭阳市,榕城区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,广东省,深圳市,宝安区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,5.0,37.9,7.8,广东省,深圳市,龙岗区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.81,7.8,广东省,深圳市,龙岗区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2976,7.8,广东省,深圳市,龙岗区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,广西壮族自治区,南宁市,江南区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.2098,7.8,江苏省,南京市,六合区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,江苏省,南京市,江宁区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,283.0,7.8,江苏省,宿迁市,沭阳县
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,江苏省,无锡市,新吴区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,8.0,61.1904,7.8,江苏省,泰州市,海陵区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,4.0,30.9,7.8,江苏省,淮安市,淮安区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,24.9,7.8,江苏省,盐城市,建湖县
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,25.8999,7.8,江苏省,苏州市,吴江区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,江苏省,苏州市,常熟市
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,江西省,抚州市,崇仁县
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.63,7.8,河北省,唐山市,古冶区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,23.7306,7.8,河南省,许昌市,魏都区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,浙江省,台州市,路桥区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,浙江省,台州市,黄岩区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,275.0,7.8,浙江省,宁波市,北仑区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,18.9,7.8,浙江省,宁波市,慈溪市
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.63,7.8,浙江省,宁波市,慈溪市
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.6659,7.8,浙江省,杭州市,余杭区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.2098,7.8,浙江省,杭州市,桐庐县
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,浙江省,杭州市,萧山区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,浙江省,杭州市,萧山区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,浙江省,温州市,乐清市
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,94.9995,7.8,浙江省,温州市,平阳县
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,浙江省,温州市,平阳县
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,4.0,26.27,7.8,浙江省,温州市,文成县
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,15.4084,7.8,浙江省,温州市,瑞安市
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,14.75,7.8,浙江省,温州市,鹿城区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,94.9995,7.8,浙江省,绍兴市,绍兴县
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,海南省,三亚市,吉阳区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,海南省,省直辖县级行政区划,定安县
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,湖北省,咸宁市,赤壁市
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,13.6962,7.8,湖北省,武汉市,青山区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.139,7.8,湖北省,黄石市,西塞山区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,18.9,7.8,湖南省,常德市,桃源县
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,104.5005,7.8,甘肃省,酒泉市,肃州区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.2098,7.8,福建省,三明市,永安市
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,13.3592,7.8,贵州省,遵义市,湄潭县
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,重庆,重庆市,荣昌区
3月,2026-03-29,2026,3,29,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,24.9,7.8,陕西省,西安市,高陵区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,上海,上海市,宝山区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,上海,上海市,宝山区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,18.9,7.8,上海,上海市,崇明区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.7537,7.8,上海,上海市,浦东新区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,上海,上海市,金山区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,云南省,昆明市,官渡区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,5.9,7.8,北京,北京市,朝阳区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.2098,7.8,吉林省,长春市,公主岭市
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,4.0,28.43,7.8,吉林省,长春市,南关区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,18.9843,7.8,天津,天津市,北辰区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,安徽省,宣城市,宣州区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,12.0,78.0204,7.8,安徽省,宿州市,萧县
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,21.1701,7.8,安徽省,宿州市,萧县
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,4.0,27.81,7.8,安徽省,滁州市,凤阳县
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,4.0,27.81,7.8,安徽省,芜湖市,繁昌区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,266.0,7.8,山东省,聊城市,东昌府区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,山西省,晋中市,榆次区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,广东省,东莞市,东城街道
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,4.0,25.9,7.8,广东省,东莞市,大朗镇
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,24.9,7.8,广东省,东莞市,沙田镇
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.2976,7.8,广东省,东莞市,黄江镇
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,广东省,佛山市,顺德区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,24.9,7.8,广东省,广州市,南沙区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.122,7.8,广东省,广州市,海珠区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.36,7.8,广东省,广州市,番禺区
3月,2026-03-30,2026,3,30,家凯拼多多,太太乐调味料专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,广东省,汕头市,澄海区
