数据月份,订单日期,年份,月份,日,经销商,店铺,商品编码,商品名称,产品名称,产品大类,数量,GMV,含税进货价,省,市,区县
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,13.531,7.8,上海,上海市,宝山区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,上海,上海市,宝山区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,上海,上海市,浦东新区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,15.12,7.8,上海,上海市,闵行区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,26.9001,7.8,北京,北京市,丰台区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,5.0,38.86,7.8,四川省,南充市,阆中市
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,安徽省,芜湖市,鸠江区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,3.27,7.8,安徽省,阜阳市,太和县
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,16.2676,7.8,广东省,中山市,西区街道
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,256.0,7.8,广东省,汕头市,潮阳区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,22.02,7.8,广东省,深圳市,罗湖区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,广东省,深圳市,龙岗区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,23.7306,7.8,广西壮族自治区,贵港市,港北区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,18.9,7.8,江苏省,南京市,鼓楼区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,17.8011,7.8,江苏省,宿迁市,沭阳县
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,6.0,32.8986,7.8,江苏省,盐城市,东台市
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,26.9001,7.8,江苏省,苏州市,昆山市
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,江西省,九江市,濂溪区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,103.0005,7.8,江西省,九江市,都昌县
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,12.8436,7.8,江西省,抚州市,临川区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,江西省,景德镇市,浮梁县
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,江西省,赣州市,定南县
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,江西省,赣州市,瑞金市
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,23.7306,7.8,河北省,沧州市,沧县
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,河南省,南阳市,淅川县
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,13.531,7.8,河南省,周口市,郸城县
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,河南省,商丘市,永城市
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,4.0,33.9036,7.8,浙江省,台州市,温岭市
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,25.6401,7.8,浙江省,嘉兴市,秀洲区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,浙江省,宁波市,余姚市
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,14.3838,7.8,浙江省,宁波市,慈溪市
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,浙江省,宁波市,鄞州区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,18.9,7.8,浙江省,杭州市,萧山区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,85.8,7.8,浙江省,温州市,瑞安市
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,13.531,7.8,浙江省,温州市,瓯海区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,浙江省,湖州市,吴兴区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,海南省,儋州市,白马井镇
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,海南省,海口市,美兰区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,272.0,7.8,海南省,省直辖县级行政区划,保亭黎族苗族自治县
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,湖北省,咸宁市,通山县
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,9.27,7.8,湖北省,宜昌市,西陵区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,湖北省,武汉市,汉阳区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,11.9842,7.8,湖南省,娄底市,娄星区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,23.7306,7.8,湖南省,岳阳市,汨罗市
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,94.9995,7.8,湖南省,常德市,桃源县
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,湖南省,常德市,武陵区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,13.3592,7.8,湖南省,衡阳市,耒阳市
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,7.63,7.8,福建省,三明市,清流县
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,19.4604,7.8,福建省,泉州市,丰泽区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,23.7306,7.8,福建省,龙岩市,长汀县
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,271.7,7.8,贵州省,遵义市,仁怀市
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.51,7.8,辽宁省,大连市,金州区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,13.531,7.8,辽宁省,沈阳市,于洪区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,275.412,7.8,陕西省,安康市,紫阳县
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,陕西省,宝鸡市,凤翔区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,12.8436,7.8,陕西省,延安市,宝塔区
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,18.9,7.8,黑龙江省,哈尔滨市,五常市
2月,2026-02-01,2026,2,1,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,18.9,7.8,黑龙江省,鸡西市,虎林市
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,上海,上海市,浦东新区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.01,7.8,上海,上海市,金山区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,内蒙古自治区,赤峰市,翁牛特旗
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,15.12,7.8,吉林省,长春市,南关区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,四川省,成都市,青羊区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.72,7.8,天津,天津市,东丽区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,天津,天津市,红桥区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,12.6651,7.8,安徽省,六安市,金寨县
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,13.1872,7.8,安徽省,淮北市,濉溪县
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,256.0,7.8,安徽省,黄山市,歙县
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,13.531,7.8,山东省,临沂市,兰陵县
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,274.0,7.8,山东省,日照市,五莲县
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,272.0,7.8,山东省,日照市,五莲县
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,8.72,7.8,山东省,泰安市,岱岳区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,236.0,7.8,山东省,济南市,长清区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,88.0005,7.8,山东省,济宁市,任城区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,15.1506,7.8,山东省,烟台市,福山区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.0014,7.8,广东省,佛山市,三水区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,3.27,7.8,广东省,汕头市,潮南区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,广东省,汕头市,澄海区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,18.1299,7.8,广东省,潮州市,潮安区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,广东省,珠海市,香洲区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,12.8436,7.8,广东省,肇庆市,德庆县
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,20.1741,7.8,广西壮族自治区,南宁市,江南区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,广西壮族自治区,贺州市,钟山县
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,17.8011,7.8,江苏省,宿迁市,宿城区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,80.0,509.664,7.8,江苏省,泰州市,泰兴市
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,80.0,509.664,7.8,江苏省,泰州市,泰兴市
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,20.4255,7.8,江苏省,苏州市,常熟市
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,江西省,宜春市,袁州区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,河北省,保定市,唐县
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,18.9,7.8,河南省,南阳市,南召县
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,河南省,洛阳市,洛龙区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,12.9501,7.8,浙江省,台州市,温岭市
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,18.753,7.8,浙江省,台州市,黄岩区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,浙江省,宁波市,慈溪市
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐TOTOLE调味旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,10.9,7.8,浙江省,湖州市,吴兴区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,浙江省,金华市,义乌市
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,浙江省,金华市,武义县
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,1.0,0.9,7.8,海南省,三亚市,天涯区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,海南省,海口市,龙华区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,海南省,省直辖县级行政区划,东方市
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,海南省,省直辖县级行政区划,乐东黎族自治县
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,湖北省,省直辖县级行政区划,天门市
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,18.753,7.8,湖北省,荆州市,荆州区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,18.753,7.8,湖北省,随州市,广水市
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,263.12,7.8,湖南省,永州市,祁阳市
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,湖南省,永州市,零陵区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯调味品专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,236.0,7.8,湖南省,湘潭市,湘潭县
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,18.753,7.8,湖南省,衡阳市,祁东县
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,23.7306,7.8,福建省,漳州市,龙海区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,3.0,18.753,7.8,福建省,福州市,仓山区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐旗舰店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,2.0,17.1204,7.8,贵州省,黔东南苗族侗族自治州,岑巩县
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,40.0,286.0,7.8,辽宁省,大连市,甘井子区
2月,2026-02-02,2026,2,2,家凯拼多多,太太乐家凯专卖店,9126682,A01三鲜鸡精40x180克(二维码),太太乐三鲜鸡精调味料40×180g（二维码）,三鲜鸡精,15.0,109.9995,7.8,辽宁省,阜新市,阜新蒙古族自治县
